4	1	0
4	1	0
4	2	0
4	3	0
4	4	0
4	5	0
4	6	0
4	7	0
4	8	0
4	9	0
4	10	0
4	11	0
4	12	0
4	13	0
4	14	0
4	15	0
4	16	0
4	17	0
4	18	0
4	19	0
4	20	0
4	21	0
4	22	0
4	23	0
4	24	0
4	25	0
4	26	0
4	27	0
4	28	0
4	29	0
4	30	0
4	31	0
4	32	0
4	33	0
4	34	0
4	35	0
4	36	0
4	37	0
4	38	0
4	39	0
4	40	0
4	41	0
4	42	0
4	43	0
4	44	1
4	45	1
4	46	2
4	47	2
4	48	2
4	49	2
4	50	2
4	51	2
4	52	2
4	53	2
4	54	2
4	55	2
4	56	2
4	57	2
4	58	2
4	59	2
4	60	2
4	61	2
4	62	2
4	63	2
4	64	2
4	65	2
4	66	2
4	67	2
4	68	2
4	69	2
4	70	2
4	71	2
4	72	2
4	73	2
4	74	2
4	75	3
4	76	3
4	77	3
4	78	2
4	79	2
4	80	2
4	81	2
4	82	2
4	83	2
4	84	2
4	85	2
4	86	2
4	87	2
4	88	2
4	89	2
4	90	2
4	91	2
4	92	2
4	93	2
4	94	2
4	95	3
4	96	3
4	97	3
4	98	3
4	99	3
4	100	3
4	101	3
4	102	3
4	103	3
4	104	3
4	105	3
4	106	3
4	107	3
4	108	3
4	109	3
4	110	3
4	111	2
4	112	2
4	113	2
4	114	2
4	115	2
4	116	2
4	117	2
4	118	2
4	119	2
4	120	2
4	121	2
4	122	2
4	123	2
4	124	2
4	125	2
4	126	2
4	127	2
4	128	2
4	129	2
4	130	2
4	131	2
4	132	2
4	133	2
4	134	2
4	135	2
4	136	2
4	137	2
4	138	2
4	139	2
4	140	2
4	141	2
4	142	2
4	143	2
4	144	2
4	145	2
4	146	2
4	147	2
4	148	2
4	149	3
4	150	3
4	151	3
4	152	3
4	153	3
4	154	3
4	155	3
4	156	3
4	157	3
4	158	3
4	159	3
4	160	3
4	161	3
4	162	3
4	163	3
4	164	3
4	165	4
4	166	4
4	167	4
4	168	4
4	169	5
4	170	5
4	171	5
4	172	5
4	173	5
4	174	5
4	175	5
4	176	5
4	177	5
4	178	5
4	179	5
4	180	5
4	181	5
4	182	6
4	183	6
4	184	6
4	185	6
4	186	5
4	187	5
4	188	5
4	189	6
4	190	6
4	191	5
4	192	5
4	193	5
4	194	5
4	195	6
4	196	6
4	197	6
4	198	6
4	199	6
4	200	6
4	201	6
4	202	6
4	203	6
4	204	7
4	205	7
4	206	7
4	207	7
4	208	7
4	209	7
4	210	7
4	211	7
4	212	7
4	213	7
4	214	7
4	215	7
4	216	7
4	217	6
4	218	6
4	219	6
4	220	6
4	221	6
4	222	6
4	223	6
4	224	7
4	225	7
4	226	7
4	227	7
4	228	7
4	229	7
4	230	7
4	231	8
4	232	9
4	233	9
4	234	10
4	235	10
4	236	10
4	237	10
4	238	10
4	239	10
4	240	10
4	241	10
4	242	10
4	243	10
4	244	10
4	245	10
4	246	10
4	247	10
4	248	10
4	249	10
4	250	10
4	251	10
4	252	10
4	253	10
4	254	10
4	255	10
4	256	10
4	257	10
4	258	10
4	259	10
4	260	10
4	261	10
4	262	9
4	263	9
4	264	9
4	265	9
4	266	9
4	267	9
4	268	9
4	269	9
4	270	9
4	271	9
4	272	9
4	273	9
4	274	9
4	275	9
4	276	9
4	277	9
4	278	9
4	279	9
4	280	9
4	281	8
4	282	8
4	283	8
4	284	8
4	285	8
4	286	8
4	287	8
4	288	8
4	289	7
4	290	7
4	291	7
4	292	7
4	293	7
4	294	7
4	295	7
4	296	7
4	297	6
4	298	6
4	299	6
4	300	6
4	301	5
4	302	5
4	303	5
4	304	6
4	305	6
4	306	6
4	307	6
4	308	6
4	309	7
4	310	7
4	311	7
4	312	7
4	313	8
4	314	8
4	315	8
4	316	8
4	317	8
4	318	8
4	319	8
4	320	8
4	321	8
4	322	8
4	323	8
4	324	8
4	325	8
4	326	8
4	327	8
4	328	9
4	329	9
4	330	9
4	331	9
4	332	9
4	333	8
4	334	8
4	335	8
4	336	8
4	337	8
4	338	8
4	339	8
4	340	8
4	341	8
4	342	8
4	343	9
4	344	9
4	345	8
4	346	8
4	347	8
4	348	8
4	349	8
4	350	8
4	351	8
4	352	7
4	353	7
4	354	7
4	355	7
4	356	8
4	357	8
4	358	9
4	359	9
4	360	9
4	361	9
4	362	9
4	363	9
4	364	9
4	365	9
4	366	9
4	367	9
4	368	9
4	369	9
4	370	9
4	371	9
4	372	9
4	373	9
4	374	9
4	375	9
4	376	9
4	377	9
4	378	9
4	379	9
4	380	9
4	381	9
4	382	9
4	383	9
4	384	9
4	385	9
4	386	9
4	387	9
4	388	9
4	389	9
4	390	9
4	391	9
4	392	9
4	393	9
4	394	9
4	395	9
4	396	9
4	397	9
4	398	9
4	399	9
4	400	9
4	401	9
4	402	8
4	403	8
4	404	7
4	405	7
4	406	7
4	407	7
4	408	7
4	409	6
4	410	6
4	411	7
4	412	7
4	413	7
4	414	7
4	415	7
4	416	7
4	417	7
4	418	7
4	419	7
4	420	7
4	421	7
4	422	8
4	423	8
4	424	8
4	425	8
4	426	8
4	427	8
4	428	8
4	429	8
4	430	8
4	431	8
4	432	8
4	433	8
4	434	8
4	435	8
4	436	8
4	437	8
4	438	8
4	439	8
4	440	8
4	441	8
4	442	8
4	443	8
4	444	7
4	445	7
4	446	7
4	447	7
4	448	7
4	449	7
4	450	6
4	451	6
4	452	6
4	453	6
4	454	6
4	455	5
4	456	6
4	457	6
4	458	6
4	459	6
4	460	6
4	461	6
4	462	7
4	463	7
4	464	7
4	465	7
4	466	7
4	467	7
4	468	7
4	469	7
4	470	7
4	471	7
4	472	7
4	473	6
4	474	5
4	475	5
4	476	5
4	477	6
4	478	6
4	479	6
4	480	6
4	481	6
4	482	6
4	483	6
4	484	6
4	485	6
4	486	6
4	487	6
4	488	6
4	489	6
4	490	6
4	491	6
4	492	7
4	493	7
4	494	7
4	495	7
4	496	7
4	497	7
4	498	7
4	499	7
4	500	8
4	501	8
4	502	8
4	503	8
4	504	8
4	505	8
4	506	8
4	507	8
4	508	8
4	509	8
4	510	8
4	511	8
4	512	8
4	513	8
4	514	8
4	515	8
4	516	8
4	517	8
4	518	9
4	519	10
4	520	10
4	521	10
4	522	10
4	523	10
4	524	10
4	525	10
4	526	10
4	527	10
4	528	10
4	529	10
4	530	10
4	531	10
4	532	10
4	533	10
4	534	10
4	535	10
4	536	10
4	537	10
4	538	10
4	539	10
4	540	10
4	541	10
4	542	10
4	543	10
4	544	10
4	545	11
4	546	11
4	547	11
4	548	11
4	549	11
4	550	11
4	551	11
4	552	12
4	553	12
4	554	12
4	555	12
4	556	11
4	557	12
4	558	12
4	559	12
4	560	12
4	561	12
4	562	12
4	563	13
4	564	13
4	565	13
4	566	13
4	567	13
4	568	13
4	569	13
4	570	13
4	571	13
4	572	13
4	573	14
4	574	14
4	575	14
4	576	14
4	577	14
4	578	14
4	579	14
4	580	14
4	581	14
4	582	14
4	583	13
4	584	13
4	585	13
4	586	13
4	587	12
4	588	12
4	589	12
4	590	12
4	591	12
4	592	12
4	593	12
4	594	12
4	595	13
4	596	13
4	597	13
4	598	14
4	599	14
4	600	14
4	601	14
4	602	14
4	603	15
4	604	15
4	605	16
4	606	16
4	607	16
4	608	16
4	609	16
4	610	15
4	611	15
4	612	15
4	613	15
4	614	15
4	615	15
4	616	15
4	617	15
4	618	15
4	619	15
4	620	15
4	621	15
4	622	15
4	623	15
4	624	15
4	625	15
4	626	15
4	627	15
4	628	15
4	629	15
4	630	15
4	631	14
4	632	14
4	633	14
4	634	14
4	635	14
4	636	14
4	637	14
4	638	14
4	639	14
4	640	13
4	641	13
4	642	13
4	643	13
4	644	13
4	645	14
4	646	14
4	647	14
4	648	14
4	649	14
4	650	13
4	651	13
4	652	13
4	653	14
4	654	12
4	655	13
4	656	13
4	657	13
4	658	13
4	659	13
4	660	13
4	661	13
4	662	13
4	663	13
4	664	13
4	665	13
4	666	12
4	667	12
4	668	12
4	669	12
4	670	12
4	671	12
4	672	12
4	673	12
4	674	12
4	675	12
4	676	12
4	677	12
4	678	13
4	679	13
4	680	13
4	681	13
4	682	13
4	683	12
4	684	12
4	685	13
4	686	12
4	687	11
4	688	11
4	689	11
4	690	11
4	691	11
4	692	11
4	693	11
4	694	11
4	695	11
4	696	11
4	697	11
4	698	11
4	699	11
4	700	11
4	701	12
4	702	12
4	703	12
4	704	12
4	705	12
4	706	12
4	707	12
4	708	11
4	709	11
4	710	11
4	711	11
4	712	12
4	713	11
4	714	11
4	715	10
4	716	9
4	717	9
4	718	9
4	719	9
4	720	9
4	721	9
4	722	9
4	723	9
4	724	9
4	725	9
4	726	9
4	727	9
4	728	10
4	729	9
4	730	10
4	731	10
4	732	11
4	733	11
4	734	11
4	735	11
4	736	11
4	737	11
4	738	11
4	739	11
4	740	11
4	741	11
4	742	11
4	743	12
4	744	12
4	745	12
4	746	12
4	747	12
4	748	12
4	749	12
4	750	12
4	751	12
4	752	12
4	753	12
4	754	12
4	755	12
4	756	12
4	757	12
4	758	12
4	759	12
4	760	12
4	761	12
4	762	13
4	763	13
4	764	13
4	765	14
4	766	15
4	767	15
4	768	15
4	769	15
4	770	15
4	771	15
4	772	15
4	773	15
4	774	15
4	775	15
4	776	15
4	777	15
4	778	15
4	779	15
4	780	15
4	781	16
4	782	16
4	783	16
4	784	16
4	785	16
4	786	16
4	787	16
4	788	16
4	789	16
4	790	16
4	791	16
4	792	16
4	793	16
4	794	16
4	795	16
4	796	16
4	797	15
4	798	15
4	799	15
4	800	15
4	801	15
4	802	15
4	803	14
4	804	14
4	805	14
4	806	14
4	807	14
4	808	14
4	809	14
4	810	15
4	811	15
4	812	15
4	813	15
4	814	15
4	815	15
4	816	15
4	817	15
4	818	15
4	819	15
4	820	15
4	821	15
4	822	15
4	823	15
4	824	16
4	825	16
4	826	16
4	827	16
4	828	16
4	829	16
4	830	16
4	831	17
4	832	18
4	833	18
4	834	17
4	835	17
4	836	17
4	837	17
4	838	17
4	839	17
4	840	17
4	841	17
4	842	17
4	843	17
4	844	17
4	845	17
4	846	17
4	847	16
4	848	17
4	849	16
4	850	16
4	851	16
4	852	16
4	853	15
4	854	15
4	855	15
4	856	15
4	857	15
4	858	15
4	859	15
4	860	15
4	861	15
4	862	15
4	863	15
4	864	15
4	865	15
4	866	15
4	867	15
4	868	15
4	869	15
4	870	15
4	871	15
4	872	15
4	873	16
4	874	16
4	875	16
4	876	16
4	877	17
4	878	17
4	879	17
4	880	17
4	881	17
4	882	16
4	883	16
4	884	16
4	885	17
4	886	17
4	887	17
4	888	17
4	889	17
4	890	17
4	891	17
4	892	17
4	893	16
4	894	16
4	895	16
4	896	16
4	897	16
4	898	15
4	899	15
4	900	15
4	901	15
4	902	15
4	903	15
4	904	16
4	905	16
4	906	16
4	907	16
4	908	16
4	909	16
4	910	16
